degree_type,technical_skills,soft_skills,cgpa,projects,internships,communication_level,technical_skill_level,years_of_experience,specialization,project_exp,package
3,9,6,1,7,3,5,5,4,5,28,14.44
3,1,8,2,8,0,5,4,1,2,8,17.56
1,3,9,3,1,3,3,1,4,5,4,14.72
5,9,1,2,1,5,1,5,0,5,0,16.8
7,13,6,3,10,3,4,5,3,4,30,16.87
4,14,4,1,7,2,3,4,2,5,14,16.38
5,20,4,1,4,3,1,4,1,4,4,12.75
7,19,1,3,1,5,3,4,1,4,1,16.22
3,7,9,3,9,4,1,1,2,3,18,14.2
6,12,5,3,2,2,3,5,5,4,10,16.66
1,14,10,3,8,3,1,5,3,5,24,19.41
2,1,8,1,8,2,4,2,2,6,16,15.39
3,18,3,3,1,4,2,2,3,2,3,14.5
7,20,1,1,0,1,5,5,0,5,0,13.41
2,8,10,2,9,5,4,2,3,1,27,15.92
5,13,3,2,5,5,2,4,5,5,25,17.76
4,9,5,1,3,4,4,5,0,5,0,14.04
3,9,4,2,1,4,1,5,3,3,3,17.11
2,20,7,1,9,1,2,3,0,6,0,15.38
7,9,6,2,10,1,1,3,4,5,40,17.01
6,15,3,3,2,4,1,2,4,1,8,14.23
2,13,8,3,5,1,1,5,0,4,0,15.06
7,16,8,3,3,0,1,2,4,6,12,13.51
6,2,2,2,4,1,4,4,4,6,16,13.47
4,14,7,3,10,0,5,5,4,5,40,17.02
5,2,2,1,4,1,4,4,5,4,20,15.66
7,8,8,3,9,2,5,5,2,6,18,16.14
1,14,2,3,7,5,1,3,4,2,28,19.45
4,11,1,3,1,5,1,2,1,4,1,16.75
4,14,5,1,5,2,1,3,4,6,20,14.85
5,12,7,3,10,5,3,1,4,6,40,18.39
6,16,6,3,10,0,2,3,4,4,40,14.87
5,6,6,3,5,0,3,5,1,3,5,15.55
2,20,6,3,4,3,4,3,1,4,4,14.46
7,1,8,2,5,3,3,1,5,2,25,12.02
3,12,5,1,4,1,5,3,4,3,16,15.44
3,7,10,1,1,0,5,2,3,5,3,12.07
7,8,7,1,4,2,2,3,5,3,20,11.15
6,9,3,2,0,2,3,5,0,2,0,14.95
4,2,9,2,2,2,3,5,2,2,4,16.1
6,17,10,3,6,1,1,4,0,2,0,14.46
4,20,3,3,3,0,2,2,2,6,6,13.67
4,13,6,3,7,5,1,2,5,3,35,17.02
3,5,3,1,2,1,2,3,0,2,0,12.75
6,10,1,2,6,5,2,3,5,1,30,16.08
5,12,1,3,1,4,3,5,1,3,1,15.97
4,17,3,1,7,4,1,4,4,1,28,13.03
1,6,4,3,2,3,4,1,2,3,4,13.02
1,3,2,3,5,5,1,3,4,5,20,17.04
5,15,9,2,1,0,4,2,4,1,4,11.28
1,7,8,3,6,5,5,3,5,5,30,20.21
4,4,7,3,5,2,1,2,2,5,10,15.1
5,19,4,1,1,0,2,4,3,1,3,11.5
4,3,4,3,2,5,5,3,4,6,8,15.63
6,13,4,2,5,2,2,2,1,6,5,15.73
3,20,8,3,10,1,3,4,1,5,10,18.31
4,4,2,3,5,2,4,4,3,2,15,17.74
6,2,7,3,3,5,2,1,0,4,0,18.48
1,4,1,3,7,5,3,1,2,1,14,19.78
4,13,6,3,9,1,2,5,2,6,18,16.94
2,10,5,2,3,5,1,5,2,4,6,15.24
6,18,9,1,6,2,5,4,0,6,0,13.19
6,9,9,1,9,1,5,4,1,3,9,17.87
4,13,9,3,7,4,1,2,5,2,35,14.08
4,18,9,3,1,0,2,3,0,6,0,12.8
3,15,2,2,0,5,5,3,1,3,0,17.25
7,2,5,1,5,4,2,1,0,2,0,15.53
1,11,2,2,1,4,3,4,0,1,0,15.07
3,14,1,2,10,4,3,4,1,6,10,16.23
7,15,7,2,7,5,1,2,5,2,35,17.35
3,14,4,3,4,3,5,4,1,6,4,17.71
1,16,5,1,1,4,3,4,0,5,0,12.45
7,15,4,2,10,0,5,3,3,6,30,17.69
7,19,6,2,4,1,5,4,4,6,16,15.78
2,9,2,3,1,3,4,2,2,3,2,13.85
3,5,8,3,5,1,3,2,0,5,0,12.83
3,5,4,2,7,1,3,5,1,4,7,13.55
6,11,8,3,1,0,2,5,5,2,5,16.91
5,4,5,1,5,5,5,2,1,4,5,14.98
2,20,3,2,0,2,1,2,0,4,0,12.01
7,3,3,3,7,1,2,5,3,5,21,13.82
7,4,8,3,3,1,5,1,5,5,15,15.9
2,14,9,3,6,0,3,3,4,5,24,14.56
7,7,2,2,3,5,2,3,1,3,3,17.01
7,8,3,2,7,0,1,5,5,3,35,15.36
1,16,7,1,9,0,5,3,3,2,27,11.8
4,20,5,2,1,3,3,5,4,5,4,13.29
4,15,10,1,1,5,4,2,1,4,1,14.35
6,7,7,2,2,4,1,2,2,2,4,15.29
6,17,2,3,3,3,3,5,0,3,0,17.7
7,14,5,2,4,5,1,1,1,6,4,12.11
6,15,8,2,9,5,2,4,2,6,18,17.37
2,15,1,1,9,1,2,1,2,2,18,14.23
2,5,7,2,6,3,1,5,2,3,12,17.02
5,16,7,2,5,3,2,5,5,2,25,13.78
4,5,7,3,3,5,5,5,4,3,12,20.35
4,9,2,3,8,5,2,1,3,5,24,15.11
3,9,5,1,6,4,1,3,4,6,24,12.35
5,4,2,3,0,2,4,2,1,4,0,16.73
5,15,5,1,7,5,1,2,2,5,14,12.48
7,11,5,1,3,4,2,3,5,4,15,14.29
6,1,4,1,6,0,2,3,1,2,6,10.78
5,18,7,2,10,2,2,4,2,6,20,13.35
3,8,6,3,2,1,5,3,2,4,4,17.69
6,16,2,3,0,1,2,5,4,1,0,14.46
5,18,4,2,1,0,4,1,1,2,1,12.23
4,9,7,2,10,5,1,3,0,3,0,19.07
5,12,9,3,4,1,3,5,2,5,8,17.06
6,19,9,3,1,4,3,3,2,3,2,17.22
6,2,9,3,5,3,2,3,3,5,15,15.28
3,7,8,3,10,0,3,5,5,6,50,16.78
1,10,7,1,2,0,4,3,3,4,6,12.9
4,15,6,2,10,3,2,5,4,3,40,18.02
2,7,10,3,2,4,3,1,1,3,2,13.86
6,5,7,3,9,2,2,5,3,4,27,16.18
7,15,9,2,6,3,5,1,5,4,30,13.88
3,20,6,3,3,0,4,3,5,2,15,15.84
4,20,10,2,5,1,1,1,5,5,25,13.32
6,14,4,3,8,2,5,5,2,1,16,19.03
5,10,10,2,8,0,5,4,5,1,40,14.16
6,14,8,1,5,1,3,2,1,2,5,15.17
2,2,10,2,4,2,4,4,1,3,4,16.01
6,16,9,3,3,5,3,5,5,4,15,19.09
1,9,10,3,9,4,4,3,3,6,27,16.66
6,7,2,3,8,3,5,1,1,3,8,16.49
1,16,4,1,8,3,1,3,0,3,0,13.99
5,10,4,3,4,1,1,2,2,1,8,12.83
4,9,2,2,4,1,4,4,1,5,4,16.07
6,7,8,1,10,1,2,5,5,2,50,13.05
7,16,3,3,2,3,4,3,2,1,4,14.3
5,9,2,3,8,1,1,2,3,5,24,13.27
4,17,7,2,0,4,4,5,5,3,0,18.15
7,20,1,1,2,4,5,3,4,4,8,15.36
7,7,6,3,6,3,1,2,2,6,12,17.11
7,11,3,3,6,5,1,5,3,5,18,15.73
4,8,3,2,4,0,1,1,1,1,4,10.29
5,7,5,2,5,0,5,4,1,3,5,16.64
7,19,3,1,3,0,1,4,3,1,9,12.42
7,20,4,2,7,4,2,1,1,1,7,12.65
3,12,3,2,3,2,1,4,1,2,3,14.89
4,8,3,2,5,2,2,3,3,5,15,12.19
4,7,10,3,4,3,3,2,5,3,20,16.29
1,6,4,2,9,4,1,1,3,2,27,13.26
4,9,2,2,5,5,3,2,2,2,10,18.0
5,13,2,2,2,0,3,4,0,6,0,13.81
4,7,9,2,2,4,5,2,4,4,8,17.33
3,8,1,2,9,3,4,5,5,6,45,16.25
6,17,1,3,6,4,4,1,5,2,30,16.26
6,17,10,2,0,1,3,1,1,5,0,13.88
4,16,1,1,0,0,5,1,0,1,0,11.68
7,2,3,1,0,4,2,3,5,4,0,13.74
2,8,2,2,5,5,1,2,0,2,0,15.78
2,17,3,1,3,4,2,2,3,4,9,14.01
7,13,5,2,5,4,1,3,3,5,15,17.29
7,18,9,2,0,3,3,1,0,3,0,13.45
7,10,2,3,3,0,5,3,3,3,9,16.77
5,2,1,3,3,5,5,3,2,2,6,19.7
7,14,3,3,0,1,4,1,4,2,0,15.96
5,16,7,3,7,1,2,5,4,6,28,16.45
1,7,6,3,5,4,4,4,5,2,25,19.68
5,12,7,2,3,0,1,1,5,3,15,10.15
2,14,5,3,1,0,5,1,4,3,4,11.95
4,4,1,3,4,4,5,1,5,6,20,17.84
1,4,3,2,8,2,3,2,1,1,8,13.98
2,18,3,2,6,0,3,1,2,5,12,13.62
5,3,7,3,3,4,2,1,1,4,3,13.84
3,1,3,3,4,4,3,5,2,3,8,19.36
2,7,4,3,10,1,4,3,0,4,0,14.32
7,16,4,2,4,5,4,1,1,2,4,15.19
5,5,7,1,5,4,2,1,4,2,20,15.48
7,19,1,2,9,0,4,1,2,1,18,16.36
7,7,7,2,5,1,5,2,5,5,25,14.8
7,14,8,3,7,1,4,4,4,1,28,14.81
7,2,3,2,10,1,3,2,3,4,30,17.1
7,3,3,3,4,4,5,5,2,3,8,20.65
2,16,6,2,3,5,3,3,5,6,15,14.32
6,18,1,2,1,3,2,5,4,3,4,15.13
5,15,4,3,6,3,5,4,4,4,24,18.32
3,7,7,2,6,1,4,4,4,4,24,13.73
1,9,2,3,7,3,1,5,2,3,14,14.88
5,6,1,2,9,3,4,1,0,3,0,15.65
1,18,1,1,4,4,5,2,3,5,12,12.96
2,18,10,1,0,2,1,2,5,2,0,11.14
7,14,6,3,5,3,3,1,4,1,20,15.95
6,14,5,2,5,5,3,4,5,5,25,14.83
3,4,3,2,9,3,4,3,4,3,36,14.07
6,15,7,2,1,5,2,4,2,3,2,16.42
7,15,9,2,10,1,4,5,0,6,0,16.46
2,18,9,3,8,1,3,5,5,2,40,15.33
3,14,6,2,10,5,2,1,2,1,20,16.99
5,1,3,1,5,2,4,2,1,1,5,13.11
7,10,1,2,0,2,3,5,4,6,0,12.91
7,20,3,3,8,2,4,1,3,2,24,14.62
3,10,2,3,9,0,5,4,1,2,9,17.57
2,2,5,3,0,1,1,2,4,4,0,12.09
4,8,8,2,7,3,3,2,1,2,7,17.15
1,1,5,2,6,0,4,1,0,1,0,12.81
2,4,3,3,5,3,3,4,0,3,0,15.68
2,7,5,2,3,1,4,5,3,2,9,12.92
1,9,7,2,8,2,4,1,5,5,40,17.44
4,16,5,3,8,4,2,4,2,4,16,18.87
3,5,10,2,9,2,3,2,4,6,36,16.51
1,2,5,2,0,3,5,5,1,1,0,15.45
6,18,8,3,2,2,3,5,4,2,8,18.64
5,19,8,2,1,1,4,5,1,6,1,12.64
4,13,7,2,3,0,2,1,2,3,6,11.21
7,11,3,2,3,4,3,2,4,6,12,13.33
4,20,2,3,8,5,5,3,4,2,32,17.95
6,19,1,3,3,5,4,3,2,6,6,18.81
6,17,6,3,4,0,5,3,0,3,0,14.37
7,5,9,2,5,5,5,4,3,2,15,19.43
2,13,3,1,3,4,1,3,5,6,15,11.37
1,20,5,3,0,0,1,2,3,6,0,11.97
3,1,9,2,1,1,3,3,5,3,5,15.27
4,10,9,3,2,1,1,5,5,5,10,15.2
7,8,7,3,3,0,3,5,5,5,15,16.17
4,8,4,2,4,3,3,5,0,4,0,15.26
6,19,2,3,9,0,4,3,4,3,36,15.88
1,6,2,1,9,2,4,2,1,5,9,16.31
3,7,1,2,10,1,1,3,4,6,40,14.15
3,9,6,3,10,3,5,3,2,3,20,15.76
1,10,6,1,10,2,3,2,5,6,50,16.04
4,10,7,2,7,4,3,1,4,6,28,16.05
5,10,5,1,7,1,4,1,5,4,35,14.11
4,20,9,1,3,3,5,2,2,1,6,15.78
1,16,2,3,6,5,3,5,3,4,18,20.36
4,1,2,2,3,3,3,1,0,2,0,14.93
7,17,4,2,2,5,5,4,3,1,6,16.53
4,14,4,2,6,3,5,3,4,3,24,14.02
2,19,4,2,5,0,3,4,0,5,0,15.81
4,14,4,2,8,1,1,2,0,4,0,15.11
3,8,5,3,1,0,5,5,0,3,0,14.21
5,9,9,3,2,0,2,1,2,4,4,11.66
3,8,3,1,4,5,2,1,5,5,20,12.86
3,13,3,3,2,5,3,4,1,4,2,15.86
6,17,5,2,2,5,3,1,2,2,4,14.07
2,19,10,1,7,0,4,2,3,3,21,12.05
3,7,6,2,3,2,5,5,5,1,15,14.87
7,17,3,2,9,3,2,3,1,1,9,14.74
1,1,1,3,1,2,4,4,3,3,3,17.81
7,5,10,1,4,1,3,4,4,6,16,11.28
4,2,1,2,9,3,5,2,5,1,45,16.97
6,16,2,2,10,5,4,4,5,1,50,20.44
7,5,6,2,2,3,3,1,0,2,0,12.72
2,12,4,3,1,4,2,1,5,4,5,16.72
7,3,4,3,2,3,4,5,5,6,10,16.82
4,16,9,2,2,0,4,3,4,4,8,15.56
1,6,6,3,0,4,3,2,1,2,0,15.26
5,15,2,2,2,4,3,1,3,6,6,15.12
6,15,7,1,2,1,2,1,4,5,8,11.91
7,16,3,2,3,3,2,5,3,3,9,13.27
7,20,9,1,7,2,2,1,0,2,0,12.44
6,12,8,2,0,2,1,3,1,2,0,13.61
1,14,2,2,5,1,4,1,5,4,25,12.01
7,2,6,3,0,1,1,1,2,5,0,10.62
5,3,3,2,4,0,3,3,0,5,0,13.06
5,9,1,3,0,0,1,4,4,1,0,13.21
2,11,6,1,7,0,2,5,1,2,7,11.51
6,11,5,3,4,0,3,4,3,2,12,17.6
6,10,9,3,5,1,2,1,3,3,15,16.72
1,14,6,3,3,1,5,3,4,5,12,17.09
2,9,5,1,7,0,4,2,2,2,14,12.01
4,20,1,2,8,0,2,3,0,3,0,11.64
6,10,1,3,8,4,4,5,0,4,0,19.34
2,9,1,1,0,3,3,5,1,5,0,13.17
2,5,7,1,6,4,5,1,0,6,0,13.58
7,8,6,2,3,3,4,3,2,6,6,16.34
1,11,5,2,9,0,1,2,2,2,18,14.47
5,1,8,2,6,0,1,3,1,2,6,13.38
3,7,5,1,0,4,1,1,0,1,0,13.12
1,14,4,2,0,1,5,5,5,3,0,12.86
4,17,7,3,1,5,5,3,1,2,1,17.59
3,6,5,1,9,4,5,1,0,2,0,13.65
5,16,3,3,1,5,5,1,3,3,3,15.7
3,10,9,2,4,1,2,2,4,6,16,15.26
1,15,10,2,0,4,3,5,1,3,0,15.04
7,7,8,1,6,3,1,3,0,1,0,13.42
1,2,1,3,9,5,4,1,4,1,36,16.66
6,19,2,3,2,5,5,1,2,5,4,18.65
2,12,4,3,3,0,4,5,0,5,0,15.48
1,16,2,2,2,3,4,3,2,2,4,17.64
7,6,8,2,2,5,1,4,1,2,2,16.09
5,3,1,2,8,0,3,4,0,1,0,15.81
4,2,4,3,3,0,2,5,4,6,12,13.45
5,20,5,3,7,2,2,1,1,6,7,12.55
7,5,10,3,0,3,2,1,1,4,0,14.07
2,11,4,2,5,1,5,1,5,5,25,12.06
7,3,2,3,4,1,4,5,1,5,4,17.74
1,5,9,2,6,4,3,3,0,1,0,16.73
5,11,2,3,0,0,1,4,0,4,0,10.86
1,3,2,2,8,5,1,4,2,4,16,16.58
4,13,2,1,10,0,3,1,0,5,0,10.71
5,20,8,1,5,0,3,5,2,2,10,14.33
1,10,3,2,1,5,1,4,3,5,3,13.91
3,2,10,2,1,1,5,5,2,4,2,15.01
1,4,10,2,8,2,3,4,4,6,32,13.72
4,18,8,2,3,3,4,2,4,3,12,13.26
1,19,7,3,5,0,5,5,5,6,25,14.9
2,20,4,1,1,5,4,3,3,1,3,15.37
3,9,7,3,3,3,3,4,4,6,12,15.08
6,16,8,2,1,5,4,2,4,4,4,12.41
7,6,6,1,2,3,2,3,4,5,8,13.38
2,4,6,1,1,5,3,5,0,1,0,15.31
6,9,3,1,7,1,1,2,1,4,7,11.75
5,13,5,2,4,5,2,2,1,4,4,15.42
7,6,2,1,7,4,3,2,1,1,7,17.27
1,19,5,3,10,5,1,3,5,1,50,16.64
7,14,5,1,7,1,1,4,0,1,0,15.93
6,15,7,3,6,1,3,4,1,2,6,16.41
4,3,4,2,4,4,2,4,5,1,20,18.05
6,14,4,2,2,5,3,1,0,2,0,12.17
2,16,6,2,2,0,4,1,3,3,6,11.28
4,14,9,2,1,2,3,3,4,2,4,12.92
7,9,10,3,5,0,1,2,3,3,15,12.76
2,15,1,2,2,3,4,3,1,6,2,17.49
6,7,8,1,3,0,1,5,0,6,0,12.27
3,14,1,1,2,2,2,2,5,4,10,14.97
3,6,4,3,6,0,2,5,0,6,0,16.23
5,15,3,2,3,1,1,2,1,2,3,14.09
2,20,4,1,4,2,5,4,5,2,20,14.28
7,8,7,2,6,0,5,3,4,2,24,13.35
6,2,9,3,3,2,5,1,3,5,9,13.16
2,8,9,2,5,4,1,4,4,2,20,16.02
1,1,10,2,8,2,3,1,1,1,8,16.59
4,17,1,3,5,4,4,2,3,4,15,15.09
2,19,10,1,4,0,3,5,3,4,12,15.0
2,5,1,3,0,4,1,5,4,6,0,14.97
3,20,9,3,7,2,3,4,4,3,28,19.74
4,16,4,3,4,1,2,1,0,1,0,16.18
6,7,3,1,4,4,4,3,0,1,0,13.54
3,18,5,1,9,1,4,3,5,1,45,15.8
5,18,6,3,1,3,5,1,1,5,1,17.27
4,2,1,3,0,5,5,5,4,3,0,16.37
3,15,1,2,8,4,2,5,5,5,40,17.95
3,14,7,3,4,4,1,4,0,1,0,15.02
7,18,10,3,9,0,5,1,3,4,27,16.18
7,14,8,1,6,0,4,2,1,4,6,13.55
2,5,7,1,3,0,2,3,0,5,0,13.97
2,11,9,2,10,2,5,5,1,6,10,15.62
5,8,1,3,1,0,3,5,1,2,1,17.08
1,5,2,3,8,4,5,1,3,2,24,17.38
1,11,3,1,7,0,2,1,5,3,35,11.4
4,4,4,3,8,5,2,4,1,4,8,16.64
4,15,8,3,1,2,3,3,1,2,1,16.84
5,19,8,2,3,0,4,3,3,4,9,12.73
1,17,1,1,5,5,4,5,0,1,0,16.78
1,12,10,2,6,1,2,5,5,4,30,14.42
3,17,4,3,4,4,4,2,1,4,4,19.04
4,10,1,1,9,0,1,4,1,2,9,11.88
2,18,5,2,9,1,2,3,2,2,18,16.75
2,19,3,2,6,0,2,4,2,1,12,12.33
3,18,3,2,10,4,5,2,1,2,10,15.12
3,13,4,2,3,3,2,2,5,5,15,16.94
3,14,2,2,7,1,1,3,5,2,35,15.32
2,16,7,3,2,2,5,3,5,4,10,16.81
1,18,4,2,2,0,1,5,3,1,6,12.2
3,18,5,2,4,5,3,2,4,4,16,14.24
7,17,6,3,2,4,2,3,2,1,4,16.16
3,7,9,2,9,5,2,2,0,3,0,15.07
7,12,8,3,1,2,2,2,4,6,4,13.63
6,2,8,2,4,3,3,1,2,5,8,15.84
2,5,4,1,5,3,2,5,4,1,20,13.94
4,3,8,3,2,4,4,1,0,3,0,17.93
3,19,1,2,6,1,2,2,1,1,6,12.19
4,13,8,1,2,3,5,1,1,5,2,15.16
6,12,3,1,1,1,5,2,2,5,2,10.99
5,3,8,2,9,2,4,4,0,4,0,17.32
4,6,6,1,3,4,3,5,2,4,6,15.39
7,14,7,2,2,1,5,5,2,4,4,13.52
1,4,2,2,6,0,3,1,5,4,30,13.22
3,13,1,2,7,4,3,4,1,3,7,15.42
6,19,6,1,2,2,4,1,0,6,0,11.39
6,18,3,2,5,0,5,1,4,6,20,13.43
4,3,4,2,0,4,2,3,1,1,0,17.42
5,20,9,1,4,3,3,1,2,3,8,15.25
2,6,3,2,1,5,3,2,2,6,2,16.73
3,16,2,2,0,4,5,3,3,1,0,16.86
6,20,2,2,6,0,5,3,0,2,0,14.11
6,19,2,3,4,4,1,5,2,2,8,14.39
5,19,7,1,1,4,1,3,3,2,3,16.15
2,4,7,2,7,2,3,3,3,4,21,15.12
2,1,7,2,10,3,4,2,0,2,0,15.83
6,2,2,2,9,2,1,5,2,1,18,15.18
7,13,7,2,2,5,5,3,2,5,4,14.84
6,13,10,2,6,2,3,2,2,5,12,15.29
4,2,8,3,10,1,3,5,0,1,0,16.57
3,19,8,1,0,1,5,3,4,3,0,11.99
6,12,5,1,0,5,4,3,3,5,0,14.92
3,1,6,3,6,5,1,5,4,1,24,18.26
3,17,6,3,8,0,2,5,4,1,32,13.86
2,18,6,2,7,0,1,3,4,3,28,12.38
5,19,10,2,7,1,3,5,4,6,28,13.5
5,7,10,3,3,2,4,2,2,5,6,16.47
2,19,6,3,3,1,2,3,4,1,12,16.21
7,15,9,1,4,4,3,1,1,1,4,14.26
6,9,10,3,8,3,3,2,1,5,8,16.76
5,10,7,2,2,5,5,3,3,3,6,17.24
6,20,1,1,3,2,5,5,5,5,15,13.18
4,20,1,1,9,1,4,4,0,3,0,13.68
6,4,4,3,4,3,2,2,1,5,4,13.72
6,9,7,2,5,1,1,1,0,1,0,13.91
7,12,3,2,2,4,3,1,0,4,0,15.76
4,5,1,2,5,3,3,4,4,6,20,16.29
2,11,10,2,0,5,1,5,1,5,0,13.31
7,13,3,1,6,5,4,3,1,1,6,15.07
5,14,9,3,2,1,4,4,3,6,6,17.5
3,8,4,1,0,4,2,5,3,5,0,15.01
5,18,10,3,0,0,2,4,3,5,0,15.29
5,12,10,2,9,2,3,2,2,4,18,14.21
2,18,6,3,1,4,2,4,3,2,3,17.77
6,7,6,2,3,2,4,4,0,2,0,12.38
5,18,6,2,9,5,4,4,5,6,45,15.08
3,12,5,3,10,1,5,5,1,6,10,17.96
3,14,3,1,6,1,4,5,4,4,24,16.95
5,2,10,3,9,4,1,3,4,3,36,17.05
3,18,7,2,6,2,4,1,2,6,12,15.7
2,12,8,1,8,3,5,1,1,2,8,16.13
7,16,3,3,6,5,5,1,0,4,0,16.29
3,13,3,2,3,5,5,2,3,3,9,15.67
6,20,7,2,8,1,4,2,1,1,8,11.87
2,17,10,2,8,5,4,1,4,4,32,17.01
1,18,7,2,2,5,4,3,3,2,6,17.66
6,3,9,1,9,3,2,3,4,1,36,14.93
5,10,6,3,7,5,2,3,2,4,14,17.46
7,3,1,3,7,4,4,3,2,5,14,16.92
5,4,2,2,5,4,1,1,5,2,25,17.12
6,20,7,2,7,2,1,3,1,3,7,13.39
7,8,9,3,1,3,2,1,3,4,3,16.24
6,8,5,2,2,5,3,4,0,2,0,15.42
7,7,7,2,6,1,2,1,4,2,24,15.36
4,16,1,1,1,0,4,1,4,3,4,12.38
2,10,7,2,5,0,2,3,5,2,25,12.2
5,4,6,3,1,3,1,2,4,3,4,12.27
4,13,6,3,1,5,4,4,0,2,0,17.62
3,10,2,2,10,2,4,4,5,4,50,15.92
5,14,3,2,1,4,4,1,2,3,2,16.35
2,11,3,3,6,0,1,4,2,3,12,16.51
6,18,2,2,5,5,2,4,0,2,0,14.61
2,11,3,1,4,2,5,4,0,1,0,15.6
6,17,6,3,3,4,3,3,0,5,0,14.06
4,2,9,3,1,1,3,5,4,1,4,16.02
1,3,4,1,10,5,3,1,5,1,50,17.05
4,11,6,2,7,2,5,1,5,3,35,15.5
1,18,1,2,1,1,5,2,4,5,4,12.84
2,3,6,2,10,0,5,3,1,1,10,15.05
6,15,3,3,7,1,1,5,0,6,0,17.66
4,11,9,2,9,0,4,2,4,4,36,15.66
1,11,4,3,3,3,5,5,2,5,6,17.66
7,20,7,2,4,3,3,4,5,1,20,16.82
5,11,4,2,10,0,3,5,5,1,50,16.81
5,19,6,3,0,4,2,2,0,4,0,12.98
4,1,7,3,1,3,4,3,2,3,2,17.52
6,5,2,3,10,4,5,3,3,1,30,20.65
4,10,6,1,0,4,5,1,3,4,0,13.11
2,14,8,3,2,2,3,2,1,5,2,17.73
1,2,6,3,1,5,4,1,0,1,0,17.27
5,2,4,1,4,5,5,5,1,1,4,17.32
1,18,1,2,3,5,5,5,4,3,12,14.78
4,13,7,1,3,4,4,4,2,1,6,13.57
2,19,8,3,3,0,5,3,5,5,15,16.91
3,5,10,3,10,5,4,2,4,3,40,19.33
6,20,2,2,3,3,2,4,0,5,0,13.8
6,18,8,2,1,2,4,3,0,3,0,13.05
3,6,8,2,3,1,2,3,4,1,12,15.8
5,10,5,3,6,4,2,2,4,5,24,18.1
1,17,8,2,6,5,3,1,1,6,6,17.13
6,11,6,2,0,1,3,5,1,5,0,12.08
3,19,5,1,9,4,1,2,3,5,27,12.64
4,17,4,3,8,2,5,3,1,6,8,14.81
3,14,4,3,10,5,2,4,1,4,10,16.82
5,20,1,3,5,0,2,4,3,3,15,17.03
5,4,3,2,1,3,3,4,0,1,0,16.67
2,6,7,1,8,1,4,1,0,5,0,12.06
7,9,3,2,0,5,1,3,5,4,0,15.85
3,12,9,3,4,4,4,5,5,2,20,19.4
1,8,6,3,2,5,1,5,0,4,0,17.31
1,4,8,2,8,5,3,2,0,2,0,18.96
5,5,8,2,0,2,4,3,4,3,0,11.19
1,6,3,3,5,3,1,4,2,2,10,14.71
1,5,4,2,2,1,5,2,2,6,4,11.76
7,19,6,2,0,3,1,3,4,6,0,11.04
1,8,2,1,10,5,4,2,5,4,50,17.17
3,9,7,1,2,4,1,2,4,6,8,12.02
1,15,2,3,1,0,3,1,5,6,5,13.78
4,4,5,3,9,0,2,2,1,4,9,15.43
1,9,4,3,7,5,5,5,4,5,28,19.29
1,7,9,3,2,2,3,4,3,3,6,15.21
2,8,2,2,10,0,5,1,4,2,40,13.66
3,15,7,1,6,0,5,2,1,4,6,12.22
2,15,7,2,5,1,2,4,3,6,15,14.32
6,5,1,2,6,2,1,4,4,2,24,12.84
3,19,8,1,10,5,1,1,5,5,50,15.48
4,7,2,2,6,2,4,3,0,1,0,13.95
3,6,5,2,9,5,1,4,2,3,18,15.76
6,19,2,2,0,1,2,5,3,3,0,12.56
6,17,5,2,3,0,3,5,3,6,9,11.53
6,10,7,2,3,5,1,2,3,5,9,16.95
7,19,6,2,4,4,2,3,5,3,20,15.4
5,11,5,2,9,0,1,3,0,2,0,12.01
1,15,4,3,4,0,5,2,0,2,0,15.81
3,10,8,3,7,4,1,4,2,1,14,17.35
7,11,8,2,3,2,4,1,1,6,3,13.65
1,3,1,3,0,1,5,3,2,5,0,15.51
4,18,2,2,0,2,1,4,3,2,0,11.97
6,11,3,2,2,2,5,1,3,3,6,14.33
5,20,1,3,7,1,5,5,2,2,14,19.34
4,18,3,3,9,2,3,3,1,1,9,14.84
2,15,10,2,4,2,5,4,1,3,4,15.11
7,7,8,3,6,3,2,3,2,5,12,18.4
7,10,4,2,0,0,1,5,5,6,0,13.92
5,20,7,2,5,3,5,2,3,1,15,15.79
1,10,7,2,7,1,2,4,2,1,14,15.53
7,13,5,2,5,5,3,1,2,6,10,15.16
7,18,10,3,10,4,4,1,4,6,40,16.09
7,4,4,2,7,5,5,5,0,4,0,18.89
6,20,7,1,7,4,5,1,0,6,0,12.59
2,17,5,1,5,5,3,3,2,6,10,13.49
6,3,2,2,7,3,2,5,4,3,28,17.78
2,2,8,3,5,3,3,2,3,1,15,17.97
7,4,2,1,3,3,2,3,0,5,0,11.53
4,1,8,1,10,0,1,3,3,5,30,12.47
1,15,2,2,5,1,5,5,3,2,15,13.9
7,1,5,2,8,5,4,1,0,6,0,18.84
2,6,4,2,7,5,3,1,5,5,35,15.35
5,1,3,3,0,0,5,4,1,5,0,17.46
4,7,4,1,7,4,4,5,1,1,7,18.42
5,19,4,2,4,4,1,4,3,5,12,13.97
1,13,5,3,6,4,4,2,1,5,6,17.87
7,12,3,3,6,3,2,4,3,3,18,17.11
2,12,9,1,7,4,2,4,5,6,35,15.92
4,13,4,3,6,4,2,3,5,5,30,18.05
4,14,10,3,5,4,2,3,5,3,25,14.18
3,12,4,2,5,2,3,2,5,4,25,15.99
1,20,6,2,4,4,1,2,5,2,20,12.97
7,6,7,1,3,3,3,4,0,3,0,13.51
2,10,4,2,6,5,2,1,0,2,0,15.34
