degree_type,technical_skills,soft_skills,cgpa,projects,internships,communication_level,technical_skill_level,years_of_experience,specialization,package
BCA,8,5,8.02,1,0,5,5,0,Data Science,14.21
M.Tech,9,9,9.12,2,0,2,1,2,Cloud Computing,11.66
BCA,8,3,5.47,4,5,2,1,5,AI/ML,12.86
BCA,13,3,8.55,2,5,3,4,1,Cloud Computing,15.86
MCA,17,5,6.62,2,5,3,1,2,Cybersecurity,14.07
B.Tech,19,10,5.61,7,0,4,2,3,Data Science,12.05
BCA,7,6,7.73,3,2,5,5,5,App Development,14.87
PhD,17,3,6.13,9,3,2,3,1,App Development,14.74
B.Sc,1,1,9.11,1,2,4,4,3,Data Science,17.81
PhD,5,10,5.21,4,1,3,4,4,Web Development,11.28
B.Sc,6,8,5.49,1,0,1,3,3,None,9.48
M.Sc,2,1,7.6,9,3,5,2,5,App Development,16.97
MCA,16,2,7.94,10,5,4,4,5,App Development,20.44
B.Tech,5,3,8.65,7,4,1,1,5,None,13.71
PhD,5,6,6.3,2,3,3,1,0,Cybersecurity,12.72
B.Tech,12,4,9.21,1,4,2,1,5,Cloud Computing,16.72
PhD,3,4,9.77,2,3,4,5,5,Web Development,16.82
M.Sc,16,9,7.5,2,0,4,3,4,Cloud Computing,15.56
B.Sc,6,6,8.8,0,4,3,2,1,Cybersecurity,15.26
M.Tech,15,2,7.62,2,4,3,1,3,Web Development,15.12
MCA,15,7,5.35,2,1,2,1,4,AI/ML,11.91
PhD,16,3,6.63,3,3,2,5,3,Data Science,13.27
PhD,20,9,5.44,7,2,2,1,0,Cybersecurity,12.44
M.Sc,13,6,9.94,8,5,1,5,0,None,16.57
MCA,12,8,6.15,0,2,1,3,1,Cybersecurity,13.61
B.Sc,10,1,8.18,0,1,3,4,2,None,15.58
B.Sc,14,2,6.42,5,1,4,1,5,Cloud Computing,12.01
PhD,2,6,8.27,0,1,1,1,2,AI/ML,10.62
M.Tech,3,3,6.05,4,0,3,3,0,AI/ML,13.06
M.Tech,9,1,8.93,0,0,1,4,4,App Development,13.21
B.Tech,11,6,5.55,7,0,2,5,1,Cybersecurity,11.51
MCA,11,5,9.48,4,0,3,4,3,Cybersecurity,17.6
MCA,10,9,9.2,5,1,2,1,3,Data Science,16.72
B.Sc,14,6,8.39,3,1,5,3,4,AI/ML,17.09
B.Tech,9,5,5.34,7,0,4,2,2,Cybersecurity,12.01
M.Sc,20,1,6.04,8,0,2,3,0,Data Science,11.64
MCA,10,1,9.3,8,4,4,5,0,Cloud Computing,19.34
B.Tech,9,1,5.61,0,3,3,5,1,AI/ML,13.17
B.Tech,5,7,5.78,6,4,5,1,0,Web Development,13.58
PhD,8,6,7.72,3,3,4,3,2,Web Development,16.34
B.Sc,11,5,6.37,9,0,1,2,2,Cybersecurity,14.47
B.Tech,1,4,6.11,10,0,3,3,4,None,13.4
M.Tech,10,8,7.88,7,5,5,5,1,None,16.73
M.Tech,1,8,6.86,6,0,1,3,1,Cybersecurity,13.38
BCA,7,5,5.7,0,4,1,1,0,App Development,13.12
B.Sc,14,4,7.67,0,1,5,5,5,Data Science,12.86
PhD,5,2,6.94,0,3,2,3,3,None,12.68
M.Sc,17,7,8.67,1,5,5,3,1,Cybersecurity,17.59
BCA,6,5,5.51,9,4,5,1,0,Cybersecurity,13.65
M.Tech,16,3,8.1,1,5,5,1,3,Data Science,15.7
PhD,11,9,7.18,8,0,4,3,0,None,13.04
BCA,10,9,7.03,4,1,2,2,4,Web Development,15.26
B.Sc,15,10,6.16,0,4,3,5,1,Data Science,15.04
PhD,7,8,5.15,6,3,1,3,0,App Development,13.42
B.Sc,2,1,9.24,9,5,4,1,4,App Development,16.66
B.Tech,12,3,6.63,1,5,2,5,0,None,17.07
MCA,19,2,8.41,2,5,5,1,2,AI/ML,18.65
B.Tech,12,4,9.74,3,0,4,5,0,AI/ML,15.48
B.Sc,16,2,7.82,2,3,4,3,2,Cybersecurity,17.64
PhD,6,8,6.99,2,5,1,4,1,Cybersecurity,16.09
M.Tech,3,1,6.34,8,0,3,4,0,App Development,15.81
M.Sc,2,4,9.67,3,0,2,5,4,Web Development,13.45
M.Tech,20,5,8.41,7,2,2,1,1,Web Development,12.55
PhD,5,10,8.33,0,3,2,1,1,Cloud Computing,14.07
B.Tech,11,4,7.13,5,1,5,1,5,AI/ML,12.06
M.Sc,3,8,9.23,0,0,5,3,2,None,15.7
PhD,3,2,8.57,4,1,4,5,1,AI/ML,17.74
B.Sc,5,9,6.42,6,4,3,3,0,App Development,16.73
M.Tech,11,2,8.0,0,0,1,4,0,Cloud Computing,10.86
B.Sc,3,2,7.15,8,5,1,4,2,Cloud Computing,16.58
M.Sc,13,2,5.03,10,0,3,1,0,AI/ML,10.71
M.Sc,8,10,9.04,8,5,2,1,5,None,18.17
M.Tech,20,8,5.61,5,0,3,5,2,Cybersecurity,14.33
B.Sc,10,3,7.55,1,5,1,4,3,AI/ML,13.91
BCA,2,10,6.68,1,1,5,5,2,Cloud Computing,15.01
B.Sc,4,10,6.71,8,2,3,4,4,Web Development,13.72
M.Sc,18,8,7.39,3,3,4,2,4,Data Science,13.26
B.Sc,19,7,9.99,5,0,5,5,5,Web Development,14.9
PhD,4,10,7.04,9,3,4,2,0,None,16.88
B.Tech,20,4,5.91,1,5,4,3,3,App Development,15.37
BCA,9,7,8.07,3,3,3,4,4,Web Development,15.08
MCA,16,8,6.18,1,5,4,2,4,Cloud Computing,12.41
PhD,6,6,5.53,2,3,2,3,4,AI/ML,13.38
B.Tech,4,6,5.25,1,5,3,5,0,App Development,15.31
MCA,9,3,5.11,7,1,1,2,1,Cloud Computing,11.75
M.Tech,13,5,7.16,4,5,2,2,1,Cloud Computing,15.42
MCA,9,10,7.13,4,3,5,3,5,None,12.78
PhD,6,2,5.93,7,4,3,2,1,App Development,17.27
B.Sc,19,5,8.92,10,5,1,3,5,App Development,16.64
PhD,14,5,5.65,7,1,1,4,0,App Development,15.93
MCA,15,7,9.58,6,1,3,4,1,Cybersecurity,16.41
M.Sc,3,4,7.94,4,4,2,4,5,App Development,18.05
B.Tech,5,6,5.14,6,2,1,2,2,None,12.27
B.Tech,18,9,9.81,0,2,3,2,0,None,15.81
MCA,14,4,6.54,2,5,3,1,0,Cybersecurity,12.17
B.Tech,16,6,7.25,2,0,4,1,3,Data Science,11.28
M.Sc,14,9,6.42,1,2,3,3,4,Cybersecurity,12.92
PhD,9,10,8.64,5,0,1,2,3,Data Science,12.76
B.Tech,15,1,7.43,2,3,4,3,1,Web Development,17.49
MCA,7,8,5.66,3,0,1,5,0,Web Development,12.27
BCA,14,1,5.52,2,2,2,2,5,Cloud Computing,14.97
BCA,6,4,8.63,6,0,2,5,0,Web Development,16.23
M.Tech,15,3,6.19,3,1,1,2,1,Cybersecurity,14.09
B.Tech,20,4,5.69,4,2,5,4,5,Cybersecurity,14.28
PhD,8,7,7.5,6,0,5,3,4,Cybersecurity,13.35
MCA,2,9,9.01,3,2,5,1,3,AI/ML,13.16
B.Tech,8,9,6.39,5,4,1,4,4,Cybersecurity,16.02
B.Sc,1,10,6.38,8,2,3,1,1,App Development,16.59
M.Sc,17,1,9.17,5,4,4,2,3,Cloud Computing,15.09
B.Tech,19,10,5.74,4,0,3,5,3,Cloud Computing,15.0
B.Tech,5,1,8.08,0,4,1,5,4,Web Development,14.97
BCA,20,9,9.78,7,2,3,4,4,Data Science,19.74
M.Sc,16,4,9.21,4,1,2,1,0,App Development,16.18
MCA,7,3,5.31,4,4,4,3,0,App Development,13.54
B.Tech,7,9,6.6,2,2,1,3,4,None,13.69
BCA,18,5,5.71,9,1,4,3,5,App Development,15.8
M.Tech,18,6,9.75,1,3,5,1,1,AI/ML,17.27
M.Sc,2,1,9.93,0,5,5,5,4,Data Science,16.37
BCA,15,1,6.17,8,4,2,5,5,AI/ML,17.95
BCA,14,7,8.35,4,4,1,4,0,App Development,15.02
PhD,18,10,9.21,9,0,5,1,3,Cloud Computing,16.18
BCA,9,8,6.17,3,3,4,2,5,None,11.38
PhD,14,8,5.94,6,0,4,2,1,Cloud Computing,13.55
B.Tech,5,7,5.06,3,0,2,3,0,AI/ML,13.97
B.Tech,11,9,7.06,10,2,5,5,1,Web Development,15.62
M.Tech,8,1,9.5,1,0,3,5,1,Cybersecurity,17.08
B.Sc,5,2,9.51,8,4,5,1,3,Cybersecurity,17.38
B.Sc,11,3,5.64,7,0,2,1,5,Data Science,11.4
B.Sc,5,5,6.02,3,1,5,4,0,None,11.1
PhD,17,4,7.04,7,4,1,1,4,None,13.97
M.Sc,4,4,8.9,8,5,2,4,1,Cloud Computing,16.64
M.Sc,15,8,8.06,1,2,3,3,1,Cybersecurity,16.84
M.Tech,19,8,7.57,3,0,4,3,3,Cloud Computing,12.73
M.Sc,2,7,7.96,10,1,5,5,5,None,16.71
B.Sc,17,1,5.48,5,5,4,5,0,App Development,16.78
B.Sc,12,10,7.39,6,1,2,5,5,Cloud Computing,14.42
BCA,17,4,9.96,4,4,4,2,1,Cloud Computing,19.04
M.Sc,10,1,5.44,9,0,1,4,1,Cybersecurity,11.88
B.Tech,18,5,7.6,9,1,2,3,2,Cybersecurity,16.75
B.Tech,19,3,6.48,6,0,2,4,2,App Development,12.33
BCA,18,3,7.7,10,4,5,2,1,Cybersecurity,15.12
BCA,13,4,7.87,3,3,2,2,5,AI/ML,16.94
BCA,14,2,7.89,7,1,1,3,5,Cybersecurity,15.32
B.Tech,16,7,9.26,2,2,5,3,5,Cloud Computing,16.81
B.Sc,18,4,6.95,2,0,1,5,3,App Development,12.2
BCA,18,5,7.58,4,5,3,2,4,Cloud Computing,14.24
M.Tech,16,2,5.05,5,4,5,5,2,None,16.06
PhD,17,6,8.95,2,4,2,3,2,App Development,16.16
BCA,7,9,6.3,9,5,2,2,0,Data Science,15.07
PhD,12,8,9.08,1,2,2,2,4,Web Development,13.63
MCA,2,8,6.33,4,3,3,1,2,AI/ML,15.84
BCA,10,2,5.05,9,0,1,2,4,None,13.38
B.Tech,5,4,5.77,5,3,2,5,4,App Development,13.94
M.Sc,3,8,9.93,2,4,4,1,0,Data Science,17.93
BCA,19,1,6.6,6,1,2,2,1,App Development,12.19
M.Sc,13,8,5.54,2,3,5,1,1,AI/ML,15.16
MCA,12,3,5.59,1,1,5,2,2,AI/ML,10.99
M.Tech,3,8,6.55,9,2,4,4,0,Cloud Computing,17.32
M.Sc,6,6,5.19,3,4,3,5,2,Cloud Computing,15.39
PhD,14,7,7.56,2,1,5,5,2,Cloud Computing,13.52
B.Sc,4,2,6.07,6,0,3,1,5,Cloud Computing,13.22
BCA,13,1,7.6,7,4,3,4,1,Data Science,15.42
MCA,19,6,5.7,2,2,4,1,0,Web Development,11.39
MCA,18,3,7.15,5,0,5,1,4,Web Development,13.43
M.Sc,3,4,7.99,0,4,2,3,1,App Development,17.42
M.Tech,20,9,5.31,4,3,3,1,2,Data Science,15.25
B.Tech,6,3,6.99,1,5,3,2,2,Web Development,16.73
BCA,16,2,6.51,0,4,5,3,3,App Development,16.86
MCA,20,2,6.2,6,0,5,3,0,Cybersecurity,14.11
M.Tech,3,2,8.02,9,1,4,1,4,None,13.59
B.Sc,12,6,7.94,3,1,1,3,4,None,14.78
MCA,19,2,8.15,4,4,1,5,2,Cybersecurity,14.39
M.Tech,19,7,5.79,1,4,1,3,3,Cybersecurity,16.15
B.Tech,4,7,6.43,7,2,3,3,3,Cloud Computing,15.12
B.Tech,1,7,6.05,10,3,4,2,0,Cybersecurity,15.83
MCA,2,2,7.7,9,2,1,5,2,App Development,15.18
PhD,13,7,7.31,2,5,5,3,2,AI/ML,14.84
MCA,13,10,6.65,6,2,3,2,2,AI/ML,15.29
M.Sc,2,8,8.93,10,1,3,5,0,App Development,16.57
BCA,19,8,5.47,0,1,5,3,4,Data Science,11.99
M.Tech,16,2,9.87,9,0,4,1,1,None,13.13
MCA,12,5,5.58,0,5,4,3,3,AI/ML,14.92
BCA,1,6,8.87,6,5,1,5,4,App Development,18.26
M.Sc,9,9,6.84,0,2,5,3,1,None,13.02
BCA,17,6,9.33,8,0,2,5,4,App Development,13.86
MCA,10,10,5.37,8,4,4,1,4,None,13.88
B.Tech,18,6,6.87,7,0,1,3,4,Data Science,12.38
M.Tech,19,10,6.68,7,1,3,5,4,Web Development,13.5
M.Tech,7,10,9.97,3,2,4,2,2,AI/ML,16.47
B.Tech,19,6,9.93,3,1,2,3,4,App Development,16.21
PhD,15,9,5.95,4,4,3,1,1,App Development,14.26
MCA,9,10,8.15,8,3,3,2,1,AI/ML,16.76
M.Tech,10,7,7.68,2,5,5,3,3,Data Science,17.24
MCA,20,1,5.77,3,2,5,5,5,AI/ML,13.18
M.Sc,20,1,5.84,9,1,4,4,0,Data Science,13.68
MCA,4,4,9.95,4,3,2,2,1,AI/ML,13.72
BCA,6,2,7.26,6,4,5,5,1,None,18.97
B.Tech,4,3,5.63,4,3,1,2,1,None,10.83
PhD,5,7,6.07,8,1,3,3,1,None,14.92
MCA,9,7,6.34,5,1,1,1,0,App Development,13.91
PhD,12,3,7.55,2,4,3,1,0,Cloud Computing,15.76
PhD,8,2,6.68,5,4,1,2,5,None,13.36
M.Sc,5,1,7.28,5,3,3,4,4,Web Development,16.29
B.Sc,11,9,5.83,9,3,5,3,5,None,13.43
B.Tech,11,10,6.63,0,5,1,5,1,AI/ML,13.31
PhD,13,3,5.35,6,5,4,3,1,App Development,15.07
M.Tech,14,9,9.45,2,1,4,4,3,Web Development,17.5
BCA,8,4,5.99,0,4,2,5,3,AI/ML,15.01
M.Tech,18,10,8.78,0,0,2,4,3,AI/ML,15.29
M.Sc,19,6,6.75,4,4,2,3,3,None,16.1
M.Sc,12,7,7.37,9,2,1,3,4,None,14.52
M.Tech,12,10,6.46,9,2,3,2,2,Cloud Computing,14.21
B.Tech,18,6,8.48,1,4,2,4,3,Cybersecurity,17.77
M.Tech,10,1,9.22,1,3,5,1,3,None,13.28
MCA,7,6,6.43,3,2,4,4,0,Cybersecurity,12.38
M.Tech,18,6,6.21,9,5,4,4,5,Web Development,15.08
BCA,12,5,8.41,10,1,5,5,1,Web Development,17.96
BCA,14,3,5.98,6,1,4,5,4,Cloud Computing,16.95
B.Sc,15,10,8.2,7,1,1,2,1,None,13.74
BCA,16,3,5.47,10,5,5,1,2,None,14.73
M.Tech,2,10,8.1,9,4,1,3,4,Data Science,17.05
BCA,18,7,7.57,6,2,4,1,2,Web Development,15.7
B.Tech,12,8,5.57,8,3,5,1,1,Cybersecurity,16.13
PhD,16,3,8.25,6,5,5,1,0,Cloud Computing,16.29
BCA,13,3,7.23,3,5,5,2,3,Data Science,15.67
MCA,20,7,6.09,8,1,4,2,1,App Development,11.87
B.Tech,17,10,6.77,8,5,4,1,4,Cloud Computing,17.01
B.Sc,18,7,7.46,2,5,4,3,3,Cybersecurity,17.66
MCA,3,9,5.46,9,3,2,3,4,App Development,14.93
M.Tech,10,6,9.79,7,5,2,3,2,Cloud Computing,17.46
PhD,1,7,8.33,0,1,3,2,4,None,11.86
M.Tech,6,10,5.51,1,5,5,5,0,None,15.73
PhD,3,1,9.11,7,4,4,3,2,AI/ML,16.92
PhD,19,7,6.61,7,1,5,5,5,None,15.36
M.Tech,4,2,7.98,5,4,1,1,5,Cybersecurity,17.12
MCA,20,7,6.39,7,2,1,3,1,Data Science,13.39
MCA,3,3,8.67,7,2,4,1,3,None,12.54
PhD,8,9,8.62,1,3,2,1,3,Cloud Computing,16.24
MCA,8,5,7.76,2,5,3,4,0,Cybersecurity,15.42
PhD,7,7,6.2,6,1,2,1,4,Cybersecurity,15.36
PhD,2,8,6.27,2,2,5,1,1,None,14.26
B.Tech,6,2,6.91,10,5,2,2,5,None,15.18
M.Sc,16,1,5.73,1,0,4,1,4,Data Science,12.38
B.Tech,10,7,6.69,5,0,2,3,5,Cybersecurity,12.2
M.Tech,4,6,8.42,1,3,1,2,4,Data Science,12.27
M.Sc,13,6,9.15,1,5,4,4,0,Cybersecurity,17.62
BCA,10,2,6.66,10,2,4,4,5,Cloud Computing,15.92
M.Tech,14,3,6.17,1,4,4,1,2,Data Science,16.35
B.Sc,9,4,9.16,3,5,2,5,5,None,17.18
B.Tech,11,3,9.45,6,0,1,4,2,Data Science,16.51
MCA,18,2,7.05,5,5,2,4,0,Cybersecurity,14.61
B.Tech,11,3,5.13,4,2,5,4,0,App Development,15.6
MCA,17,6,8.47,3,4,3,3,0,AI/ML,14.06
M.Sc,2,9,8.92,1,1,3,5,4,App Development,16.02
B.Sc,3,4,5.09,10,5,3,1,5,App Development,17.05
M.Sc,11,6,7.98,7,2,5,1,5,Data Science,15.5
B.Sc,18,1,7.94,1,1,5,2,4,AI/ML,12.84
B.Tech,3,6,6.89,10,0,5,3,1,App Development,15.05
MCA,15,3,8.75,7,1,1,5,0,Web Development,17.66
M.Sc,11,9,7.14,9,0,4,2,4,Cloud Computing,15.66
B.Sc,11,4,8.38,3,3,5,5,2,AI/ML,17.66
PhD,20,7,7.59,4,3,3,4,5,App Development,16.82
M.Tech,11,4,6.24,10,0,3,5,5,App Development,16.81
M.Tech,19,6,8.03,0,4,2,2,0,Cloud Computing,12.98
M.Sc,1,7,8.68,1,3,4,3,2,Data Science,17.52
MCA,5,2,9.87,10,4,5,3,3,App Development,20.65
PhD,10,10,6.9,7,4,4,4,1,None,15.73
M.Sc,10,6,5.32,0,4,5,1,3,Cloud Computing,13.11
B.Tech,14,8,9.94,2,2,3,2,1,AI/ML,17.73
B.Sc,2,6,8.12,1,5,4,1,0,App Development,17.27
B.Tech,4,2,9.73,9,2,4,4,5,None,19.38
M.Tech,2,4,5.52,4,5,5,5,1,App Development,17.32
B.Sc,18,1,6.71,3,5,5,5,4,Data Science,14.78
M.Sc,13,7,5.67,3,4,4,4,2,App Development,13.57
B.Tech,19,8,9.18,3,0,5,3,5,AI/ML,16.91
BCA,5,10,9.4,10,5,4,2,4,Data Science,19.33
MCA,20,2,7.51,3,3,2,4,0,AI/ML,13.8
PhD,2,10,5.93,3,1,4,4,3,None,10.52
PhD,11,5,5.64,5,2,1,2,2,None,10.8
MCA,18,8,7.94,1,2,4,3,0,Data Science,13.05
BCA,6,8,7.53,3,1,2,3,4,App Development,15.8
M.Tech,10,5,8.47,6,4,2,2,4,AI/ML,18.1
B.Sc,17,8,6.53,6,5,3,1,1,Web Development,17.13
MCA,11,6,7.01,0,1,3,5,1,AI/ML,12.08
BCA,19,5,5.11,9,4,1,2,3,AI/ML,12.64
M.Sc,17,4,8.05,8,2,5,3,1,Web Development,14.81
PhD,4,5,7.12,6,1,5,1,1,None,12.16
BCA,14,4,9.6,10,5,2,4,1,Cloud Computing,16.82
M.Tech,20,1,8.21,5,0,2,4,3,Data Science,17.03
M.Tech,4,3,6.99,1,3,3,4,0,App Development,16.67
B.Tech,14,8,6.32,5,3,2,5,5,None,12.24
MCA,4,7,9.53,4,3,4,3,2,None,14.14
B.Tech,6,7,5.08,8,1,4,1,0,AI/ML,12.06
PhD,9,3,6.63,0,5,1,3,5,Cloud Computing,15.85
BCA,12,9,9.72,4,4,4,5,5,Cybersecurity,19.4
B.Sc,8,6,8.27,2,5,1,5,0,Cloud Computing,17.31
B.Sc,4,8,7.66,8,5,3,2,0,Cybersecurity,18.96
M.Tech,5,8,6.02,0,2,4,3,4,Data Science,11.19
B.Sc,6,3,9.17,5,3,1,4,2,Cybersecurity,14.71
B.Sc,5,4,6.02,2,1,5,2,2,Web Development,11.76
PhD,19,6,6.24,0,3,1,3,4,Web Development,11.04
B.Sc,8,2,5.96,10,5,4,2,5,Cloud Computing,17.17
BCA,9,7,5.79,2,4,1,2,4,Web Development,12.02
B.Sc,15,2,9.77,1,0,3,1,5,Web Development,13.78
M.Sc,4,5,8.01,9,0,2,2,1,Cloud Computing,15.43
B.Sc,9,4,8.19,7,5,5,5,4,AI/ML,19.29
B.Sc,7,9,9.77,2,2,3,4,3,Data Science,15.21
B.Tech,8,2,6.15,10,0,5,1,4,Cybersecurity,13.66
BCA,15,7,5.03,6,0,5,2,1,Cloud Computing,12.22
M.Tech,19,7,7.99,9,1,1,1,4,None,15.06
B.Tech,15,7,7.54,5,1,2,4,3,Web Development,14.32
MCA,5,1,7.39,6,2,1,4,4,Cybersecurity,12.84
BCA,19,8,5.31,10,5,1,1,5,AI/ML,15.48
M.Sc,7,2,7.27,6,2,4,3,0,App Development,13.95
BCA,6,5,6.44,9,5,1,4,2,Data Science,15.76
MCA,19,2,6.37,0,1,2,5,3,Data Science,12.56
MCA,17,5,6.11,3,0,3,5,3,Web Development,11.53
MCA,10,7,6.66,3,5,1,2,3,AI/ML,16.95
PhD,19,6,6.77,4,4,2,3,5,Data Science,15.4
M.Tech,11,5,6.54,9,0,1,3,0,Cybersecurity,12.01
B.Sc,15,4,9.89,4,0,5,2,0,Cybersecurity,15.81
BCA,10,8,9.66,7,4,1,4,2,App Development,17.35
PhD,11,8,7.87,3,2,4,1,1,Web Development,13.65
B.Sc,3,1,9.91,0,1,5,3,2,AI/ML,15.51
B.Sc,3,10,9.96,4,2,2,3,3,None,15.92
M.Sc,18,2,6.78,0,2,1,4,3,Cybersecurity,11.97
MCA,11,3,7.23,2,2,5,1,3,Data Science,14.33
M.Tech,20,1,9.8,7,1,5,5,2,Cybersecurity,19.34
M.Sc,18,3,8.04,9,2,3,3,1,App Development,14.84
B.Tech,15,10,6.06,4,2,5,4,1,Data Science,15.11
PhD,7,8,8.45,6,3,2,3,2,AI/ML,18.4
PhD,10,4,6.03,0,0,1,5,5,Web Development,13.92
M.Tech,20,7,6.7,5,3,5,2,3,App Development,15.79
B.Sc,10,7,6.14,7,1,2,4,2,App Development,15.53
PhD,13,5,6.22,5,5,3,1,2,Web Development,15.16
M.Tech,15,1,5.02,3,5,1,2,4,None,15.14
PhD,18,10,9.4,10,4,4,1,4,Web Development,16.09
PhD,4,4,6.48,7,5,5,5,0,Cloud Computing,18.89
MCA,20,7,5.43,7,4,5,1,0,Web Development,12.59
B.Tech,17,5,5.43,5,5,3,3,2,Web Development,13.49
MCA,3,2,7.78,7,3,2,5,4,Data Science,17.78
B.Tech,2,8,9.96,5,3,3,2,3,App Development,17.97
PhD,4,2,5.73,3,3,2,3,0,AI/ML,11.53
M.Sc,1,8,5.5,10,0,1,3,3,AI/ML,12.47
B.Sc,15,2,7.19,5,1,5,5,3,Cybersecurity,13.9
PhD,1,5,7.82,8,5,4,1,0,Web Development,18.84
B.Tech,6,4,6.47,7,5,3,1,5,AI/ML,15.35
B.Tech,7,1,6.51,6,5,4,2,2,None,14.82
B.Tech,19,8,7.12,4,2,4,5,4,None,16.39
PhD,12,10,6.57,6,3,5,2,0,None,15.42
M.Tech,1,3,9.58,0,0,5,4,1,AI/ML,17.46
M.Sc,7,4,5.21,7,4,4,5,1,App Development,18.42
M.Tech,19,4,6.17,4,4,1,4,3,AI/ML,13.97
B.Sc,13,5,9.04,6,4,4,2,1,AI/ML,17.87
PhD,12,3,9.17,6,3,2,4,3,Data Science,17.11
B.Tech,12,9,5.56,7,4,2,4,5,Web Development,15.92
M.Sc,13,4,9.87,6,4,2,3,5,AI/ML,18.05
M.Sc,14,10,8.47,5,4,2,3,5,Data Science,14.18
BCA,12,4,6.36,5,2,3,2,5,Cloud Computing,15.99
B.Sc,20,6,7.28,4,4,1,2,5,Cybersecurity,12.97
M.Sc,12,8,6.49,4,0,3,1,4,None,11.12
PhD,6,7,5.75,3,3,3,4,0,Data Science,13.51
B.Tech,10,4,6.46,6,5,2,1,0,Cybersecurity,15.34
B.Tech,20,4,7.9,10,2,1,1,4,Cybersecurity,17.25
M.Sc,9,5,9.13,2,2,1,5,3,Cloud Computing,15.24
M.Tech,2,10,6.82,4,3,4,1,5,Cloud Computing,15.01
B.Sc,7,5,6.74,2,4,3,1,2,Cloud Computing,12.45
B.Tech,9,1,7.34,7,5,1,4,1,None,15.52
M.Sc,12,8,8.22,4,5,5,1,5,Data Science,18.71
B.Tech,5,10,8.76,10,4,3,4,4,Cloud Computing,20.42
M.Sc,1,5,6.63,9,1,1,4,1,App Development,14.91
B.Sc,15,3,7.93,5,4,5,1,2,AI/ML,17.5
M.Sc,8,3,6.95,0,5,5,4,3,Data Science,13.79
BCA,1,4,8.58,10,0,5,2,5,Web Development,16.11
M.Sc,18,7,5.82,3,4,2,2,1,Cloud Computing,15.15
M.Sc,13,5,6.28,8,3,4,4,3,Data Science,15.32
PhD,1,1,7.13,4,4,4,2,5,Cloud Computing,17.58
B.Sc,5,5,9.45,0,3,1,5,2,Cybersecurity,17.37
PhD,18,5,7.87,3,2,1,3,3,AI/ML,15.67
M.Sc,16,6,9.83,5,1,4,2,2,Cybersecurity,13.5
B.Sc,10,7,5.52,6,2,5,1,0,None,11.33
BCA,4,5,7.3,6,3,1,2,1,Cloud Computing,15.75
B.Sc,1,2,7.1,7,1,2,5,1,Data Science,15.57
B.Tech,8,2,8.0,4,2,2,5,2,App Development,16.09
PhD,5,4,9.06,5,4,4,5,2,AI/ML,15.71
B.Sc,2,1,9.21,10,5,1,2,4,Cybersecurity,17.34
BCA,17,7,8.35,10,5,1,3,2,None,17.94
MCA,7,1,8.21,1,4,5,1,2,AI/ML,16.34
M.Sc,17,3,9.75,9,1,1,3,3,AI/ML,16.51
B.Sc,6,10,6.92,1,2,4,2,3,Cloud Computing,14.83
M.Sc,15,7,9.16,2,0,1,3,1,AI/ML,15.65
M.Tech,5,6,9.61,3,0,1,4,3,Web Development,16.51
B.Tech,15,7,7.46,5,0,2,1,3,Web Development,12.76
PhD,18,5,8.65,5,2,4,4,1,Cybersecurity,15.53
B.Tech,18,8,6.89,2,5,3,4,5,Cybersecurity,15.37
M.Tech,6,6,5.79,0,2,4,3,0,App Development,13.48
M.Tech,2,4,7.93,2,2,4,4,4,Data Science,13.4
PhD,17,1,5.98,3,3,3,1,3,Cloud Computing,13.94
B.Sc,4,2,7.29,8,5,3,4,0,Cybersecurity,17.24
M.Tech,12,6,9.36,9,0,2,2,4,Data Science,16.61
MCA,19,4,5.43,7,0,5,1,1,App Development,11.93
M.Sc,2,3,5.15,3,0,4,2,3,None,9.02
M.Sc,2,7,8.03,6,5,4,2,5,Cybersecurity,18.99
BCA,14,7,6.66,8,3,4,5,3,Data Science,14.64
M.Tech,15,2,7.09,1,3,4,5,2,None,16.79
M.Tech,20,8,7.03,2,2,2,2,3,Cloud Computing,13.51
MCA,2,1,5.43,0,5,4,4,3,Cloud Computing,12.84
B.Tech,4,10,5.02,7,5,3,2,0,Cybersecurity,13.24
B.Tech,19,7,9.49,1,0,3,2,0,Web Development,14.26
M.Sc,9,10,6.09,6,0,1,5,3,AI/ML,11.23
M.Sc,7,1,7.13,6,5,2,3,5,Cybersecurity,18.35
B.Sc,13,3,9.86,10,4,1,3,4,Data Science,19.4
PhD,12,3,9.13,2,5,4,3,1,None,16.3
MCA,3,10,5.54,1,4,2,2,5,Cloud Computing,15.56
PhD,13,2,7.54,2,4,2,2,0,Cybersecurity,13.62
PhD,15,10,8.65,7,3,5,4,5,Cloud Computing,19.46
BCA,14,5,8.49,8,2,5,5,5,Cybersecurity,19.22
PhD,9,4,8.8,10,1,1,2,4,Cloud Computing,15.79
BCA,13,6,7.29,7,0,1,1,5,Web Development,12.07
PhD,4,2,5.88,10,4,3,1,3,Data Science,15.62
MCA,8,4,7.32,1,0,3,5,2,Cybersecurity,16.28
BCA,3,7,8.24,8,0,3,1,0,Cloud Computing,12.27
B.Tech,2,1,8.04,5,0,2,1,5,Cybersecurity,11.83
BCA,19,3,5.35,1,5,4,5,0,Data Science,16.33
BCA,8,1,5.32,8,2,1,2,2,Cybersecurity,14.28
MCA,17,2,9.83,4,0,3,2,3,None,12.22
MCA,13,9,5.76,5,2,2,4,0,AI/ML,15.69
